38  1 531532                                                                        1  2        1             1 1 0 5 2502503526                              22220                                     0,6819012
39  7                                                                               7 1234 6  7 7 7 7   6     5 6 5 4 2591                                    1321 2                                    1,9742268
40  8                                                                               8  234      8 8 8         8 6 8 8 4041                                    1345 3                                    1,9742268
41  4 501571572512                                                                  5 1 3  67 5   5     6 6   4 4 5 4 3592593532602603                        13220                                     0,6819012
42  7                                                                               7 1    6  7         6     7 7 7 6 4998                                    12220                                     0,6819012
43  7                                                                               7 12 45 7 7 8   7 6   8 027 7 8 8 2504594                                 13420                                     0,6819012
44  7                                                                               7 12      7 8             8 7 7 7 4041047                                 23320                                     0,6819012
45  2 604571601572512506531513                                                      5      6            5     5 2 5 2 2532551591603518                        14320                                     0,6819012
46  9                                        031001003004                           9 123456  9 9 9 8 8 9   028 10107 4043132                                 122155                                    0,9491525
47  5 571573                                                                        4 12  56  5 5     5 5   015 5 5 5 1551574526                              22120                                     0,6819012
48  4 533                                                                           5 1       4               5 5 5 5 2591557551                              13220                                     0,6819012
49  8                                                                               8 1234 6  7 8 8 9   6     7 8 7 7 4041                                    1442 3                                    1,9742268
50  8                                                                               7 12  5   6 8     7     025 6 6 8 4027047                                 12120                                     0,6819012
51  8                                                                               9 12 4    8 7   7         5 5 7 6 4011                                    223163                                    0,9491525
52  7                                                                               7 123     7 8 7           8 6 7 6 4041047                                 13420                                     0,6819012
53  8                                                                               8  234 67   8 7 7   7 8   7 7 7 7 3554575593                              134115                                    0,9491525
54  7                                                                               7 12   6  7 7       8     7 7 7 6 4041025                                 11120                                     0,6819012
55  4 601602                                                                        8  23   7   8 8       9   8 4 8 8 2502                                    23420                                     0,6819012
56  7                                                                               7 12 4    6 7   8         6 7 6 6 2502                                    2343 3                                    1,9742268
57  8                                                                               8 123  6  7 8 8     8     8 8 8 7 4002041                                 11220                                     0,6819012
58  8                                                                               8 12   6  8 8       9     8 7 8 6 2532                                    23420                                     0,6819012
59  9                                        031005                                 9  2345     9 9 9 9     029 9 9 9 5081                                    144133                                    0,9491525
60  8                                                                               7 12 4    8 9   9         9 9 7 8 4998                                    212155                                    0,9491525
61  4 602512511506                                                                  4 1234567 5 5 5 5 1 1 4 025 4 4 5 1532                                    14420                                     0,6819012
62  5 503                                                                           5  2        5             5 5 5 5 1571                                    14320                                     0,6819012
63  8                                                                               6 123  6  7 7 7     6     7 7 7 7 3998                                    11220                                     0,6819012
64  8                                                                               8 12 4 6  9 9   8   8     7 8 8 6 4027041002                              1445 3                                    1,9742268
65  7                                                                               7 123456  7 7 6 7 7 7   026 6 7 7 3504                                    1342 2                                    1,9742268
66  4 601604605                                                                     7  23  6    4 7     8     7 4 8 4 2571574                                 14420                                     0,6819012
67  5 571572575                                                                     5 12      5 5             5 5 5 5 4026                                    14320                                     0,6819012
68  7                                                                               5 12      6 8             3 7 7 6 4041                                    11120                                     0,6819012
69  6 571574504                                                                     7 12    7 7 8         8   8 7 7 7 3501                                    14420                                     0,6819012
70  10                                       001031055                              10123456  101010109 10  02101010105041026121                              13220                                     0,6819012
71  5 534572                                                                        6 12      7 7             6 7 6 6 4083                                    11220                                     0,6819012
72  7                                                                               7 12 4 6  9 9   9   6     7 9 105 4105108                                 1332 4                                    1,9742268
73  4 508507509512506                                                               4 12      4 4             3 5 5 4 3001121083061041                        14420                                     0,6819012
74  7                                                                               6  2345     7 5 6 6     016 6 7 6 4151                                    1332 5                                    1,9742268
75  9                                        035                                    9 123456  9 9 9 9 9 9   029 9 9 8 4107                                    1442 3                                    1,9742268
76  8                                                                               8 12  56  8 7     8 9   027 7 8 8 4041081                                 11120                                     0,6819012
77  7                                                                               7 123 5   7 8 8   7     027 7 7 6 2526504532605002                        13220                                     0,6819012
78  7                                                                               7  23  6    7 7     6     7 7 6 6 4041                                    14420                                     0,6819012
79  9                                        035                                    9  2  56    9     9 9   019 9 8 8 4041                                    232175                                    0,9491525
80  8                                                                               7 12 4    7 7   8         5 2 7 2 2107                                    1443 5                                    1,9742268
81  7                                                                               7   3  67     8     8 6   7 7 7 6 2531526                                 14320                                     0,6819012
82  8                                                                               10   4          7         8 9 7 9 5061                                    134144                                    0,9491525
83  10                                       031032005                              1012 4    9 9   8         9 9 8 8 5151                                    144195                                    0,9491525
84  7                                                                               8 123     7 6 7           7 7 7 6 4107                                    13420                                     0,6819012
85  7                                                                               7 123     7 7 8           9 9 8 6 4083                                    13420                                     0,6819012
86  8                                                                               7 12      7 7             6 6 6 7 4083107                                 13420                                     0,6819012
87  8                                                                               8 123  6  7 8 8     9     7 6 8 7 2502                                    21220                                     0,6819012
88  7                                                                               7  23  67   8 3     8 6   8 8 7 4 9                                       22220                                     0,6819012
89  7                                                                               6 12      5 7             5 8 4 5 4041                                    22320                                     0,6819012
90  4 606572571506                                                                  4 12      6 6             4 4 4 3 1502                                    22220                                     0,6819012
91  9                                        033031                                 9 12345   9 9 9 9 9     018 9 8 8 5107                                    133125                                    0,9491525
92  8                                                                               6 123 567 8 5 1   0 4 6 017 8 8 7 5998                                    21220                                     0,6819012
93  4 601                                                                           0 12 4    0 0   0         0 0 0 0 5047                                    112195                                    0,9491525
94  4 571574504                                                                     4 1       4               4 4 4 4 2576                                    13320                                     0,6819012
95  7                                                                               5 12 4    6 6   7         6 6 6 5 4023081025                              24420                                     0,6819012
96  7                                                                               8 1234    8 8 8 9         6 5 5 5 1574573                                 2122 3                                    1,9742268
97  7                                                                               7 12   6  7 8       6     6 7 2 1 2591                                    12320                                     0,6819012
98  0 601604                                                                        9  23       9 9           9 5 9 5 4048                                    11120                                     0,6819012
99  7                                                                               7 12   6  8 8       8     8 9 7 7 3001                                    22320                                     0,6819012
100 10                                       031                                    10123     101010          101010105107131                                 141193                                    0,9491525
101 8                                                                               4  2  5 7   9     6   10025 2 5 6 4041                                    21120                                     0,6819012
102 8                                                                               8 123     7 1010          6 108 7 5041084086                              11120                                     0,6819012
103 8                                                                               5 1  4    8     9         9 9 9 2 4061081025063107131                     223165                                    0,9491525
104 8                                                                               8 123     7 7 7           6 7 6 7 4041                                    12220                                     0,6819012
105 8                                                                               8 12 4    9 9   9         9 9 9 8 4047084                                 14420                                     0,6819012
106 7                                                                               5  23       5 6           6 4 5 4 3001                                    23220                                     0,6819012
107 9                                        031053054                              8 12345   9 9 9 9 9     018 8 8 8 5048                                    144164                                    0,9491525
108 6 572535512                                                                     7      67           7 7   5 5 4 4 4041                                    13320                                     0,6819012
109 8                                                                               8 123 5   9 9 7   10    018 7 9 8 4083121                                 11120                                     0,6819012
110 8                                                                               8 1       8               6 6 7 4 2503                                    1344 3                                    1,9742268
111 8                                                                               9 1234 6  10101010  10    9 109 8 4047131002                              222153                                    0,9491525
112 8                                                                               8 12   67 8 7       9 8   8 6 8 6 5041                                    11120                                     0,6819012
113 5 505                                                                           6 1  4    7     7         7 8 6 5 4041                                    22320                                     0,6819012
114 7                                                                               6 12      7 7             6 6 6 5 9                                       122175                                    0,9491525
115 8                                                                               8  2  5     7     8     016 8 6 7 4041082                                 22320                                     0,6819012
116 10                                       051                                    101234567 10101010101010021010109 5041                                    242184                                    0,9491525
117 8                                                                               101234567 7 8 7 8 8 9 7 028 7 8 7 2573                                    1223 3                                    1,9742268
118 10                                       034031                                 10 23  6    9 9     8     9 9 9 9 4083                                    22220                                     0,6819012
119 0 572509574601512                                                               0  23  67   0 6     0 0   0 0 0 0 2573                                    23320                                     0,6819012
120 7                                                                               8 1234567 7 8 6 7 7 6 7 017 6 8 7 2519                                    1444 4                                    1,9742268
121 8                                                                               8 12  5   8 9     9     017 7 7 6 9                                       13220                                     0,6819012
122 7                                                                               7 1 3  6  7   7     5     7 7 6 5 9                                       1222 2                                    1,9742268
123 5 601604                                                                        3 12      1 8             5 5 7 0 4107                                    13220                                     0,6819012
124 8                                                                               9  23       1010          7 7 6 7 4107                                    21120                                     0,6819012
125 8                                                                               8 123  6  8 9 8     10    8 6 5 5 3606                                    11220                                     0,6819012
126 5 573                                                                           5 1       5               5 5 5 5 2504                                    22420                                     0,6819012
127 8                                                                               8 12  5   7 7     8     017 7 6 5 4041083                                 22220                                     0,6819012
128 10                                       035032031033                           1012  56  1010    9 7   01109 9 8 5041011                                 22120                                     0,6819012
129 5 601607513                                                                     4 12      5 3             5 3 5 4 2621623                                 22320                                     0,6819012
130 7                                                                               8   34 6      7 8   8     7 6 8 7 4041043083046                           134112                                    0,9491525
131 5 601572                                                                        6 123 5   6 7 7   3     022 3 4 4 9                                       12220                                     0,6819012
132 9                                        081082                                 1012345   9 109 109     019 8 7 9 4081087084                              11120                                     0,6819012
133 8                                                                               8 12345   9 7 7 7 7     018 8 7 7 3001                                    13220                                     0,6819012
134 8                                                                               8 123     8 108           8 5 8 8 3001                                    21220                                     0,6819012
135 10                                       006                                    10123 56  9 1010  8 10  011010109 4107                                    21120                                     0,6819012
136 8                                                                               8 12  5   8 8     7     019 8 9 9 4041029105                              12320                                     0,6819012
137 7                                                                               7  23  6    7 0     7     7 7 6 7 5045049                                 222175                                    0,9491525
138 8                                                                               9 12 456  9 9   9 9 9   029 8 9 8 4041047                                 22320                                     0,6819012
139 8                                                                               8 123     8 8 9           8 8 7 6 4082121                                 14420                                     0,6819012
140 7                                                                               6 123 56  7 6 6   8 8   025 4 5 6 5041083                                 22220                                     0,6819012
141 10                                       031056001                              6 12      1010            6 8 6 6 9                                       12220                                     0,6819012
142 9                                        083                                    1012   6  9 9       10    8 9 9 9 3501                                    13420                                     0,6819012
143 7                                                                               7  2 456    7   8 7 8   027 8 8 8 4024041044                              221192                                    0,9491525
144 8                                                                               9 1234567 8 9 9 10101010028 8 108 2576                                    22220                                     0,6819012
145 10                                       031                                    9 1       10              9 10106 4041048                                 133112                                    0,9491525
146 4 571572512                                                                     6   3 56      7   7 7   017 8 4 4 2576                                    13420                                     0,6819012
147 1 502571501512513                                                               2 12   6  9 2       9     5 4 3 1 2502                                    21220                                     0,6819012
148 7                                                                               7  23  67   8 8     8 7   7 8 8 7 2574                                    13420                                     0,6819012
149 8                                                                               7 12 4 6  7 7   8   7     6 7 6 8 4107                                    212133                                    0,9491525
150 9                                        056058                                 9 1234 67 9 9 9 10  109   8 8 9 8 3082                                    244133                                    0,9491525
151 7                                                                               7 123     7 7 6           7 6 7 7 4041                                    13320                                     0,6819012
152 8                                                                               8 1234 67 8 8 8 8   8 8   8 5 5 5 4047132                                 22420                                     0,6819012
153 10                                       001006002                              101  4 67 10    10  1010  101010105041101                                 211125                                    0,9491525
154 8                                                                               7 123 5   8 8 8   7     027 8 7 6 9                                       15320                                     0,6819012
155 10                                       031033051                              9 1234567 9 9 9 9 9 9 9 029 9 9 9 4083061                                 13420                                     0,6819012
156 6 508507                                                                        6 1  4    8     7         4 5 7 6 4041                                    1333 5                                    1,9742268
157 9                                        010                                    9 1  4    8     8         8 8 8 8 5135                                    232115                                    0,9491525
158 8                                                                               9 1    6  9         10    9 8 8 8 4041061                                 222125                                    0,9491525
159 7                                                                               5  23       1010          3 7 2 3 9                                       14420                                     0,6819012
160 8                                                                               8 1234 6  8 7 7 8   8     7 9 8 7 4083086                                 144175                                    0,9491525
161 9                                        054035033                              9  2345     9 9 9 8     019 9 9 9 2526574591                              2341 2                                    1,9742268
162 8                                                                               9 1234    9 9 5 8         8 108 7 2574571                                 2433 5                                    1,9742268
163 10                                       031032                                 10 23  6    6 8     8     8 8 8 5 4002107043                              22220                                     0,6819012
164 9                                        081083084                              9 12 4    9 9   8         8 8 9 7 4107041082                              112125                                    0,9491525
165 6 998                                                                           7  2   6    7       7     7 5 6 5 9                                       13320                                     0,6819012
166 8                                                                               8     567         8 8 8 028 7 8 8 4025                                    13320                                     0,6819012
167 5 503539                                                                        6 123  6  7 7 6     8     5 4 4 4 2504                                    24420                                     0,6819012
168 8                                                                               8 123     8 8 8           7 7 7 7 4041                                    22320                                     0,6819012
169 3 505503                                                                        5  23  6    5 6     5     4 3 3 3 1502                                    22420                                     0,6819012
170 7                                                                               7 123456  7 6 7 7 6 7   014 0 0 0 1519573526576                           1235 3                                    1,9742268
171 0 571572573                                                                     0 12   6  1 1       7     0 2 1 0 2574                                    2344 5                                    1,9742268
172 7                                                                               7 1234    8 9 8 7         6 7 7 7 4107                                    23320                                     0,6819012
173 3 606601653511                                                                  3  23       3 3           2 0 0 0 1515532518516517519514                  24220                                     0,6819012
174 8                                                                               8 1       8               7 7 7 8 3001                                    14320                                     0,6819012
175 5 502571572531512                                                               5 123 5 7 5 5 5   4   7 015 2 5 5 2516519518011                           11120                                     0,6819012
176 3 506571572                                                                     3 123 567 3 3 3   3 5 6 023 3 3 3 5041047                                 12220                                     0,6819012
177 5 571572506                                                                     7  234 6    9 9 9   7     6 6 8 4 4041                                    13420                                     0,6819012
178 7                                                                               6 1234 6  6 7 7 7   8     7 8 7 7 9                                       12320                                     0,6819012
179 7                                                                               7  23 5     8 8   8     016 7 7 6 2519591571002011083                     22220                                     0,6819012
180 7                                                                               7 12      8 8             9 8 9 7 4083                                    21220                                     0,6819012
181 5 571572504                                                                     5  2   6    8       9     5 7 5 3 4041083107                              11120                                     0,6819012
182 4 504                                                                           7 123 567 5 8 8   7 7 7 028 5 6 6 2607502                                 1445 5                                    1,9742268
183 7                                                                               7 12 456  7 5   7 8 9   027 8 7 6 4044026011                              12420                                     0,6819012
184 9                                        032033                                 101234567 101010109 1010019 108 8 2576607558                              1233 3                                    1,9742268
185 7                                                                               7 123456  7 8 8 9 9 6   016 8 8 6 4041048                                 1242 2                                    1,9742268
186 8                                                                               9 123  6  8 9 9     9     8 8 9 7 4041082083107                           11120                                     0,6819012
187 8                                                                               8 12      8 8             5 5 5 5 2503                                    22220                                     0,6819012
188 7                                                                               6  234      6 8 8         6 6 7 5 4002041514592                           1232 3                                    1,9742268
189 10                                       031035036                              101234 6  10101010  9     9 9 107 3574576107041                           1444 4                                    1,9742268
190 2 571604601511                                                                  3 12   6  4 7       7     5 1 3 5 1519                                    12120                                     0,6819012
191 9                                        002031                                 8 123  67 109 9     8 9   108 9 9 4041                                    12220                                     0,6819012
192 7                                                                               8  23  67   7 5     6 8   8 4 5 6 2504                                    12220                                     0,6819012
193 10                                       031035033                              8 12  5   8 9     8     019 9 9 8 5041                                    21120                                     0,6819012
194 4 571601607539                                                                  5      6            5     3 4 4 2 2574573                                 2343 5                                    1,9742268
195 8                                                                               8 123456  8 8 9 9 8 10  018 8 5 8 5041107045                              232133                                    0,9491525
196 8                                                                               8 12  5 7 8 5     8   9 017 7 6 6 4041107                                 23420                                     0,6819012
197 10                                       031032                                 9 1234567 109 9 10109 9 0210108 9 4041                                    22320                                     0,6819012
198 8                                                                               8  234 6    9 8 8   8     8 8 8 9 3631                                    122173                                    0,9491525
199 7                                                                               7 1    6  7         8     7 6 7 7 3504                                    22220                                     0,6819012
200 8                                                                               8 12 4    7 7   7         7 8 7 7 4041                                    234143                                    0,9491525
201 8                                                                               8 12   6  8 8       7     7 8 7 7 4043                                    14320                                     0,6819012
202 4 601604571573                                                                  4  23       3 5           4 3 2 2 1573591574                              22220                                     0,6819012
203 4 607                                                                           6 12 4 6  6 7   8   7     7 7 7 3 1573                                    2442 3                                    1,9742268
204 8                                                                               8 123456  8 8 7 7 7 7   028 8 8 7 3002                                    1342 4                                    1,9742268
205 8                                                                               8 1    6  8         6     8 8 7 6 4047084                                 123113                                    0,9491525
206 2 571572506                                                                     2  2  5     7     7     015 2 2 2 4061084                                 123193                                    0,9491525
207 8                                                                               7 1234 6  8 8 8 8   8     8 8 8 7 4087041083086                           222112                                    0,9491525
208 8                                                                               8  2 4 6    8   10  5     7 7 8 8 4041083107161                           1226 4                                    1,9742268
209 8                                                                               8  23  67   8 10    1010  5 7 8 6 4998                                    11220                                     0,6819012
210 8                                                                               9 1234 6  8 9 9 9   9     9 9 9 9 2573575                                 2231 1                                    1,9742268
211 4 571572652                                                                     4  23  6    4 4     5     4 4 5 5 2502                                    22220                                     0,6819012
212 8                                                                               8 12 456  8 8   9 9 9   018 9 9 8 3573                                    1342 2                                    1,9742268
213 6 571572506                                                                     6 12   6  6 5       7     3 3 3 3 4001                                    21220                                     0,6819012
214 7                                                                               7 12      7 7             6 7 6 6 4041048                                 23320                                     0,6819012
215 8                                                                               7 123     6 8 7           7 7 6 5 4048029041                              11120                                     0,6819012
216 8                                                                               8 12  567 6 9     8 109 017 7 3 4 4047041084082052                        21220                                     0,6819012
217 7                                                                               7 12 4  7 108   10    10  8 8 8 7 4041                                    11120                                     0,6819012
218 7                                                                               7 12   6  9 9       8     9 8 8 8 4041                                    11220                                     0,6819012
219 7                                                                               6 12      6 5             2 4 4 6 2084541601                              144174                                    0,9491525
220 8                                                                               8 1     7 6           9   6 7 6 8 5107                                    14420                                     0,6819012
221 5 501                                                                           5  2    7   5         5   5 5 3 5 5047                                    24420                                     0,6819012
222 5 551571512                                                                     4  2        4             3 6 5 0 2555556                                 22220                                     0,6819012
223 9                                        031032033                              10 2        9             9 10109 2573                                    22320                                     0,6819012
224 6 573571512                                                                     6 12345   5 5 5 7 6     024 5 5 7 1573574                                 1445 4                                    1,9742268
225 5 571572573                                                                     5 12      8 8             5 4 3 5 2574571                                 22320                                     0,6819012
226 6 512571572                                                                     6 12  56  7 7     7 7   016 7 6 5 3502                                    13320                                     0,6819012
227 7                                                                               8 12      7 8             8 6 7 7 2574                                    23320                                     0,6819012
228 8                                                                               6 12      7 8             8 8 8 5 4081048083061                           134135                                    0,9491525
229 10                                       002001051                              10123456  101010101010  021010109 5041047                                 1342 4                                    1,9742268
230 8                                                                               8 12  56  8 8     8 8   028 9 8 8 4041048                                 23420                                     0,6819012
231 7                                                                               7 12 4 6  7 7   8   7     7 6 6 8 2503519                                 2242 3                                    1,9742268
232 10                                       031035                                 8 1234 6  8 8 8 10  10    8 8 108 4041048                                 1222 3                                    1,9742268
233 8                                                                               8 1       10              8 9 8 7 4041                                    22220                                     0,6819012
234 7                                                                               8 1234    8 9 9 9         7 8 7 7 4041                                    14420                                     0,6819012
235 5                                                                               7 123456  7 8 8 9 7 9   026 4 5 5 4083                                    2245 3                                    1,9742268
236 8                                                                               8  23456    8 9 9 7 9   026 9 9 8 4041107                                 234145                                    0,9491525
237 0 571512572501                                                                  1  2        0             1 0 0 0 1574                                    21220                                     0,6819012
238 7                                                                               7  2   6    7       7     6 6 6 6 2504041                                 23320                                     0,6819012
239 5 512575531                                                                     5      67           5 2   3 3 4 5 4002107                                 12420                                     0,6819012
240 7                                                                               7 123  67 7 7 7     7 7   7 7 7 7 4041061063                              1236 2                                    1,9742268
241 8                                                                               8 1234  7 9 9 9 9     6   7 6 7 7 2526574                                 2243 4                                    1,9742268
242 8                                                                               6 12   6  6 8       9     7 8 7 9 2502                                    122163                                    0,9491525
243 9                                        051054033                              10 23       8 10          108 9 7 5041083                                 21220                                     0,6819012
244 7                                                                               6 12 4    7 7   6         7 6 7 7 9                                       223133                                    0,9491525
245 8                                                                               8 12   67 9 8       9 9   1010105 4081041                                 21220                                     0,6819012
246 7                                                                               8 1  456  7     7 7 9   025 5 5 5 4083061                                 122115                                    0,9491525
247 10                                       083                                    10123     101010          1010108 5041                                    23420                                     0,6819012
248 10                                       031                                    1012      1010            108 8 105011                                    121113                                    0,9491525
249 8                                                                               8 1       8               8 8 8 8 3001                                    2341 4                                    1,9742268
250 8                                                                               8    4          8         8 8 9 8 4061                                    234162                                    0,9491525
251 7                                                                               8  2 4      8   8         8 8 8 8 4011                                    123182                                    0,9491525
252 7                                                                               8  2   6    8       8     8 7 9 7 4041047107                              22420                                     0,6819012
253 9                                        031010                                 8 1  4 6  7     9   8     8 9 9 8 4041                                    212165                                    0,9491525
254 10                                       001006                                 101234567 109 9 9 8 9 8 019 9 9 8 4011                                    1421 3                                    1,9742268
255 7                                                                               7 123 567 7 7 7   106 7 017 106 7 2502                                    22220                                     0,6819012
256 6 571574539                                                                     8 1 3  6  6   0     3     4 5 7 6 4121                                    22320                                     0,6819012
257 8                                                                               8 1  4 67 8     8   8 7   7 8 8 8 4041                                    123143                                    0,9491525
258 8                                                                               8 12      7 7             7 6 6 6 9                                       22220                                     0,6819012
259 4 505                                                                           8 12   6  9 9       9     8 9 6 6 2575                                    23220                                     0,6819012
260 8                                                                               8  2   67   8       8 8   9 8 6 6 4041083                                 22220                                     0,6819012
261 10                                       031010                                 101234567 1010101010109 01101010104107                                    244144                                    0,9491525
262 3 571                                                                           3 12      5 3             5 2 3 3 2551591                                 24420                                     0,6819012
263 7                                                                               6 123 56  7 7 7   7 4   017 5 5 5 4107                                    14320                                     0,6819012
264 5 505572513                                                                     7 1 3 567 8   6   7 7 8 018 7 6 7 4107                                    13420                                     0,6819012
265 10                                       031001                                 9 1 3456  10  10101010  0110109 9 4041043                                 2411 4                                    1,9742268
266 8                                                                               9 1234    9 9 8 9         7 9 8 7 4135047084107                           244165                                    0,9491525
267 0 571512513                                                                     1  23  6    0 0     1     0 0 3 0 2502                                    23320                                     0,6819012
268 7                                                                               7 12  567 8 4     7 8 6 027 6 7 2 2502573002                              23420                                     0,6819012
269 8                                                                               8 1       8               7 7 7 8 4041                                    12320                                     0,6819012
270 7                                                                               7 12 4 6  6 5   7   5     5 5 5 5 5046                                    14420                                     0,6819012
271 7                                                                               7 123  6  8 8 8     7     8 7 6 6 4048134082                              21120                                     0,6819012
272 9                                        031005006035                           9 123  67 9 9 10    8 9   9 9 9 7 2503573                                 11220                                     0,6819012
273 9                                        051031                                 9 12      9 9             9 9 9 7 5043107046                              15320                                     0,6819012
274 7                                                                               6 12 4    7 6   8         5 5 5 5 4101041107082121                        144144                                    0,9491525
275 9                                                                               101234    1010108         10108 8 4047081082                              1444 5                                    1,9742268
276 10                                       031                                    101234 6  8 8 8 9   9     9 8 9 8 4011026041                              22220                                     0,6819012
277 5 571572505539                                                                  3  2 4      6   7         0 2 2 3 5041046043107                           12220                                     0,6819012
278 7                                                                               8 1  4    7     8         8 7 7 5 4041083                                 144134                                    0,9491525
279 7                                                                               8 1234567 9 8 8 8 8 7 7 017 8 8 7 2503502                                 22320                                     0,6819012
280 8                                                                               7    45         7 7     017 6 8 7 2526573                                 24420                                     0,6819012
281 7                                                                               8 12  567 7 7     7 8 7 017 7 7 7 4025081161                              13220                                     0,6819012
282 6 571573572                                                                     6 123 56  6 5 7   8 5   015 4 6 1 3502503002041                           14420                                     0,6819012
283 8                                                                               8 1   56  8       8 5   016 8 7 7 4041                                    143114                                    0,9491525
284 7                                                                               7 1  45   8     7 7     016 8 8 5 4041083136                              122183                                    0,9491525
285 4 506512571                                                                     5 1    6  5         6     5 5 6 3 4011                                    12420                                     0,6819012
286 7                                                                               7 12 4 6  7 7   7   7     7 7 7 7 4083                                    222183                                    0,9491525
287 7                                                                               7  2        7             7 6 7 7 4041                                    1322 3                                    1,9742268
288 7                                                                               8 12 4    9 9   9         6 7 8 3 4041                                    244114                                    0,9491525
289 7                                                                               7 1234567 7 7 7 7 7 8 8 017 7 7 6 4025081136044                           13420                                     0,6819012
290 7                                                                               7 1234567 7 8 8 9 7 109 015 5 5 6 4041050                                 21120                                     0,6819012
291 7                                                                               6 1234    8 8 7 6         7 6 6 6 4081083041                              23420                                     0,6819012
292 8                                                                               7 1 34 6  8   7 8   8     8 7 7 7 4101102041086                           232125                                    0,9491525
293 5 601607                                                                        7 123456  7 7 7 7 7 7   027 7 7 7 4041134151                              134114                                    0,9491525
294 6 571512511                                                                     4 123 56  5 5 5   5 5   022 2 2 2 1502                                    13320                                     0,6819012
295 6 512505607                                                                     9  23 56    8 9   9 9   018 9 8 8 4041                                    2444 4                                    1,9742268
296 2 502551539                                                                     9  23456    1010101010  02109 8 6 2518573574                              1241 3                                    1,9742268
297 7                                                                               7 123456  8 7 7 8 8 7   025 5 5 7 4011                                    223135                                    0,9491525
298 5 505501531513                                                                  6 12      7 8             7 7 5 4 2503591574                              13420                                     0,6819012
299 5 501                                                                           5  2        5             5 5 5 5 4101107041046086                        123144                                    0,9491525
300 8                                                                               9 123456  8 8 8 8 8 10  027 7 7 7 4041                                    212165                                    0,9491525
301 6 572512536607                                                                  7 1234 67 7 5 6 6   2 0   7 7 7 6 2502519                                 2422 3                                    1,9742268
302 7                                                                               7 1  4    8     8         6 6 6 7 3554                                    222113                                    0,9491525
303 7                                                                               7 1  4    7     9         7 7 7 5 4998                                    223133                                    0,9491525
